Keyword,Min SearchVolume,Max Search Volume,Competition,Competition(indexed Value),Top of page bid (low range),Top of page bid (high range),,
world's best resorts for families,10,100,Unknown,,,,,
world's best wellness resorts,10,100,Low,29,,,,
world's finest hotels,10,100,Low,12,0.21,1.57,,
world's most expensive holiday destinations,10,100,Low,0,,,,
world's most expensive holiday destinations,10,100,Low,0,,,,
worldwide chauffeur,10,100,Low,23,,,,
worldwide chauffeur service,10,100,Medium,63,,,,
worldwide chauffeured transportation,10,100,Unknown,,,,,
yacht mykonos,100,1,Medium,37,0.65,3.13,,
yellowstone resorts luxury,10,100,Unknown,,,,,
your chauffeur,10,100,Low,11,,,,
zakynthos 5 star hotels,10,100,Medium,44,0.06,0.86,,
zakynthos 5 star resorts,10,100,Low,29,,,,
zakynthos luxury hotels,10,100,Medium,51,0.16,0.98,,
zakynthos villas with private pool,10,100,Low,21,0.49,1.77,,
zante 5 star hotels,10,100,Medium,43,,,,
zante best resorts,10,100,Medium,38,0.15,0.35,,
zante boutique hotels,10,100,High,68,0.09,0.59,,
zante luxury hotels,10,100,Medium,46,0.13,0.64,,
zante luxury villas,10,100,Medium,38,0.34,1.72,,
zen luxury travels,10,100,Low,6,,,,
zicasso handcrafted travel,10,100,Low,0,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Low,0,,,,
,10,100,Medium,34,0.14,1.05,,
